ÁöÁ¡,ÀÏ½Ã,Æò±Õ Ç³¼Ó(m/s),Æò±Õ±â¾Ð(hPa),Æò±Õ »ó´ë½Àµµ(%),Æò±Õ ±â¿Â(¡ÆC)
22105,2017-03-31,5.9,1020.1,63,9.8
22105,2017-04-01,4.7,1016.2,65,8.5
22105,2017-04-02,5.2,1016.7,67,8.8
22105,2017-04-03,5.4,1018.4,62,13
22105,2017-04-04,4.8,1021.9,80,13.1
22105,2017-04-05,6.5,1017.9,74,15
22105,2017-04-06,7.9,1009.3,84,14.7
22105,2017-04-07,2.9,1014.2,81,14
22105,2017-04-08,3.9,1010.7,90,13.1
22105,2017-04-09,6.3,1016.8,52,12.5
22105,2017-04-10,5.4,1016,56,11.5
22105,2017-04-11,6.5,1004.9,76,11.4
22105,2017-04-12,5.5,1011.6,61,11.6
22105,2017-04-13,6.7,1014,48,13.5
22105,2017-04-14,7.8,1010,64,15.8
22105,2017-04-15,4.7,1010.7,73,16.1
22105,2017-04-16,4.7,1012.4,67,17
22105,2017-04-17,7.7,1001.1,87,14.5
22105,2017-04-18,8.2,996.7,77,13.4
22105,2017-04-19,6.9,1006.6,55,13.3
22105,2017-04-20,3,1010.9,74,14.4
22105,2017-04-21,5,1010.6,65,13.6
22105,2017-04-22,3.5,1013.7,62,12.9
22105,2017-04-23,9.7,1015.7,76,14.9
22105,2017-04-24,9.3,1017.1,75,15.7
22105,2017-04-25,6.6,1016.4,75,16.5
22105,2017-04-26,4.8,1014.9,48,14.8
22105,2017-04-27,6.1,1009.8,53,14.3
22105,2017-04-28,7.1,1002.6,55,16.6
22105,2017-04-29,6.8,1004.5,66,16.1
22105,2017-04-30,4.7,1004.3,71,18
22105,2017-05-01,4.4,1018.7,54,15.8
22105,2017-05-02,7.5,1023.5,67,15.1
22105,2017-05-03,6.7,1021.6,77,15.5
22105,2017-05-04,8.1,1016,83,16.8
22105,2017-05-05,6.2,1010.9,79,17.9
22105,2017-05-06,7,1011.1,52,16.7
22105,2017-05-07,5.8,1009.4,59,16.6
22105,2017-05-08,3.6,1010.3,64,17.3
22105,2017-05-09,5.4,1011.8,88,14.9
22105,2017-05-10,4.1,1008.1,88,14.6
22105,2017-05-11,4,1009.4,81,17.4
22105,2017-05-12,7.9,1008.6,75,18.2
22105,2017-05-13,6.3,1005.3,83,16.5
22105,2017-05-14,5.3,1005.2,50,18.1
22105,2017-05-15,5.4,1009.5,64,16.3
22105,2017-05-16,3.2,1010.6,77,16.4
22105,2017-05-17,5,1011.3,83,16.6
22105,2017-05-18,6.5,1012.8,85,17.6
22105,2017-05-19,4.1,1011.6,71,19.5
22105,2017-05-20,2.7,1012.6,80,19.3
22105,2017-05-21,3.6,1012.3,80,18.9
22105,2017-05-22,3.9,1014.4,85,16.2
22105,2017-05-23,2.9,1010.7,87,16.8
22105,2017-05-24,2.8,1008.3,88,17.3
22105,2017-05-25,7.7,1002.6,83,16.9
22105,2017-05-26,10.2,1006.2,72,14
22105,2017-05-27,4.1,1012.3,76,15.9
22105,2017-05-28,6.3,1009.7,80,17.6
22105,2017-05-29,2.2,1009.8,80,18.8
22105,2017-05-30,3.1,1007.8,80,20
22105,2017-05-31,2.2,1002.1,87,18.9
22105,2017-06-01,4.2,998.7,86,17.6
22105,2017-06-02,4.2,1004.3,73,16.5
22105,2017-06-03,4.7,1007.2,77,16.8
22105,2017-06-04,2.6,1011.3,78,17.4
22105,2017-06-05,3,1017.5,73,17.6
22105,2017-06-06,7.1,1015.9,79,16.8
22105,2017-06-07,8.4,1004.3,88,17.1
22105,2017-06-08,4.6,1006.2,78,18.1
22105,2017-06-09,4.6,1004.4,69,19
22105,2017-06-10,4,1007.5,62,18.1
22105,2017-06-11,3.8,1010.9,72,17.7
22105,2017-06-12,3.4,1017.1,72,16.3
22105,2017-06-13,5.1,1015,72,16.8
22105,2017-06-14,4.8,1008.7,82,18.5
22105,2017-06-15,4.1,1007.1,80,19
22105,2017-06-16,4.6,1012.8,78,18.1
22105,2017-06-17,7.5,1011.7,79,18.3
22105,2017-06-18,6.1,1010.1,84,18.5
22105,2017-06-19,5,1008.6,91,19.4
22105,2017-06-20,4.5,1005.7,86,20
22105,2017-06-21,5.8,1005.7,86,19.8
22105,2017-06-22,3.4,1007.9,86,19.8
22105,2017-06-23,2.7,1007.8,89,19.9
22105,2017-06-24,3.7,1004.4,89,20.4
22105,2017-06-25,1.7,1003.8,86,20.3
22105,2017-06-26,2,1009.1,85,21.3
22105,2017-06-27,5.4,1011.2,80,21.1
22105,2017-06-28,4.3,1012.8,85,21.1
22105,2017-06-29,5.1,1011.4,87,22
22105,2017-06-30,4.6,1006.7,87,21.1
22105,2017-07-01,4.7,1005.2,80,22.9
22105,2017-07-02,5.5,1007.1,88,21.3
22105,2017-07-03,6,1005.1,88,21
22105,2017-07-04,2.8,1006.4,91,21
22105,2017-07-05,2,1011.1,86,21.5
22105,2017-07-06,5.2,1011.1,90,21.7
22105,2017-07-07,5.1,1008.6,91,21.9
22105,2017-07-08,4.9,1006.2,89,20.1
22105,2017-07-09,3.7,1006,89,21.8
22105,2017-07-10,8.8,1002,91,20.5
22105,2017-07-11,5.3,1004.9,89,20
22105,2017-07-12,3.2,1008,83,22
22105,2017-07-13,3.5,1005.7,86,20.8
22105,2017-07-14,2.6,1006.5,84,21.8
22105,2017-07-15,5.8,1008.3,85,21.5
22105,2017-07-16,3.8,1010,87,21.2
22105,2017-07-17,2.7,1009.7,85,22
22105,2017-07-18,2.1,1007.9,87,22.9
22105,2017-07-19,4,1006.1,93,22.9
22105,2017-07-20,6.4,1005.9,92,22.7
22105,2017-07-21,4.2,1006.8,86,23.2
22105,2017-07-22,3.3,1010.2,91,22.5
22105,2017-07-23,2.6,1004.8,91,22.5
22105,2017-07-24,2.9,1003,91,23.9
22105,2017-07-25,4.8,1005.4,85,24.2
22105,2017-07-26,3.8,1010.1,66,24.1
22105,2017-07-27,4,1009.5,76,23.8
22105,2017-07-28,3.7,1009,83,24.3
22105,2017-07-29,3.1,1010,83,23.1
22105,2017-07-30,5.3,1008.2,82,24.5
22105,2017-07-31,2.3,1009.9,85,24.1
22105,2017-08-01,3.2,1011,84,24
22105,2017-08-02,2.8,1009.5,80,24.4
22105,2017-08-03,3.4,1007.9,82,24.9
22105,2017-08-04,3.6,1006.9,89,25.3
22105,2017-08-05,2,1004.7,92,26.2
22105,2017-08-06,2.1,1001.2,89,27
22105,2017-08-07,3.5,998.5,88,26.8
22105,2017-08-08,3,999.1,81,26.8
22105,2017-08-09,5,998.5,84,26.1
22105,2017-08-10,7.4,1000.8,80,25.8
22105,2017-08-11,6.9,1006.6,75,24.9
22105,2017-08-12,6,1011.6,73,23.9
22105,2017-08-13,5.3,1012.2,73,24.1
22105,2017-08-14,6.1,1008.6,80,23.9
22105,2017-08-15,8.3,1005.4,81,24.1
22105,2017-08-16,6.9,1007,82,23.1
22105,2017-08-17,3.8,1009.3,84,22.6
22105,2017-08-18,3.8,1011.4,84,23.6
22105,2017-08-19,4,1013.5,79,24.3
22105,2017-08-20,5.5,1011.7,84,24.3
22105,2017-08-21,8.5,1007.9,89,25.7
22105,2017-08-22,5.1,1010.5,87,25.6
22105,2017-08-23,4.5,1010.5,86,26.1
22105,2017-08-24,7.4,1004,83,26.4
22105,2017-08-25,4.6,1006.5,68,25.7
22105,2017-08-26,5.1,1011.9,44,25
22105,2017-08-27,3.7,1015.4,56,24.6
22105,2017-08-28,4.4,1010.5,65,24.5
22105,2017-08-29,6.2,1011.4,74,22.4
22105,2017-08-30,4.3,1011.4,59,22.1
22105,2017-08-31,7.9,1011.1,68,22.5
22105,2017-09-01,5.7,1013.6,60,21.1
22105,2017-09-02,4.4,1013.7,59,21.4
22105,2017-09-03,3.2,1015.7,64,21.8
22105,2017-09-04,5.7,1016.3,69,22.7
22105,2017-09-05,5.3,1011.7,73,23.1
22105,2017-09-06,1.9,1006.9,68,23.3
22105,2017-09-07,1.5,1006.1,70,23.1
22105,2017-09-08,3,1009.9,71,23.6
22105,2017-09-09,3.1,1012,81,24
22105,2017-09-10,3.9,1014,85,23.7
22105,2017-09-11,7,1007,87,21.2
22105,2017-09-12,4.3,1011.6,76,22.1
22105,2017-09-13,5.3,1017.4,68,21.9
22105,2017-09-14,2.8,1020.2,64,21.9
22105,2017-09-15,6.3,1021.2,56,20.9
22105,2017-09-16,7.5,1015.8,67,21.3
22105,2017-09-17,9.7,1007.4,79,20.6
22105,2017-09-18,6.1,1006.6,66,21.8
22105,2017-09-19,4.9,1007.5,63,23.1
22105,2017-09-20,6.8,1009.3,53,21.7
22105,2017-09-21,3.8,1014.2,61,21.7
22105,2017-09-22,3.9,1012.9,68,21.9
22105,2017-09-23,3.7,1014.6,66,22.2
22105,2017-09-24,2.6,1014.9,65,22.6
22105,2017-09-25,3.4,1015,72,22.3
22105,2017-09-26,3.4,1013.1,72,22.2
22105,2017-09-27,6.4,1007.6,76,20.4
22105,2017-09-28,7.6,1008.1,56,20.3
22105,2017-09-29,7.3,1015.2,40,18.8
22105,2017-09-30,6.6,1020.1,57,21
22105,2017-10-01,8.3,1017.2,65,21.5
22105,2017-10-02,6.9,1011.5,83,20.4
22105,2017-10-03,8,1018.1,66,17.7
22105,2017-10-04,5.7,1024.5,59,16.5
22105,2017-10-05,6.6,1025.1,57,17.7
22105,2017-10-06,6.2,1019.7,79,19.2
22105,2017-10-07,3.6,1019.9,81,20.1
22105,2017-10-08,3.5,1022.7,78,20.8
22105,2017-10-09,3.1,1020.5,81,21.8
22105,2017-10-10,4.6,1018.7,83,20.1
22105,2017-10-11,6.3,1015.7,79,18.6
22105,2017-10-12,8.3,1018.6,75,16.2
22105,2017-10-13,9.1,1018.9,70,17
22105,2017-10-14,6.2,1024.1,52,17.2
22105,2017-10-15,5.8,1028,52,17
22105,2017-10-16,3.6,1026.4,56,18
22105,2017-10-17,5.4,1025.4,59,17.3
22105,2017-10-18,7.8,1024.8,59,16.4
22105,2017-10-19,4.4,1020,66,16.3
22105,2017-10-20,2.3,1019.2,61,17.7
22105,2017-10-21,4.2,1018.5,64,17.6
22105,2017-10-22,12,1013.4,68,16.8
22105,2017-10-23,9.4,1016.9,58,13.4
22105,2017-10-24,2.2,1024.2,46,14.2
22105,2017-10-25,2.8,1023.5,51,16.3
22105,2017-10-26,5.5,1020.9,61,17.1
22105,2017-10-27,3.2,1020.5,65,17.8
22105,2017-10-28,4.1,1020.7,69,17.9
22105,2017-10-29,7.3,1012.5,68,16.4
22105,2017-10-30,5.8,1021.7,49,12.4
22105,2017-10-31,3.6,1021.8,38,15.2
22105,2017-11-01,4.5,1018.3,46,16.7
22105,2017-11-02,2.4,1016.9,63,17.6
22105,2017-11-03,5.8,1016.2,68,16
22105,2017-11-04,8.4,1025.1,59,10.9
22105,2017-11-05,4.3,1025.4,43,14.1
22105,2017-11-06,3.8,1020.7,48,17.1
22105,2017-11-07,3.7,1018.6,58,17.2
22105,2017-11-08,7.2,1015.7,55,17.8
22105,2017-11-09,6.4,1023,64,14.1
22105,2017-11-10,12.2,1011.6,62,16.3
22105,2017-11-11,8,1017.8,49,10.3
22105,2017-11-12,4.3,1019.4,43,12.5
22105,2017-11-13,3.9,1014.9,44,14.5
22105,2017-11-14,6.9,1014.8,39,12.9
22105,2017-11-15,9,1017.4,42,8
22105,2017-11-16,4.3,1022.4,42,6.4
22105,2017-11-17,4.6,1017.6,41,11.4
22105,2017-11-18,10.3,1016.8,59,6.7
22105,2017-11-19,9.4,1022,48,4.3
22105,2017-11-20,8.8,1022.5,47,6.3
22105,2017-11-21,3.8,1023.9,43,9
22105,2017-11-22,6,1015.4,44,10.5
22105,2017-11-23,9.7,1016.9,42,6.1
22105,2017-11-24,8.9,1021,44,4.9
22105,2017-11-25,8.8,1023.5,52,7.8
22105,2017-11-26,6.3,1023,56,9.3
22105,2017-11-27,5.7,1025.3,56,11.2
22105,2017-11-28,7.4,1019.3,56,14.7
22105,2017-11-29,6,1020.7,51,12
22105,2017-11-30,9,1021.3,52,7.3
22105,2017-12-01,8.8,1026.5,50,3.9
22105,2017-12-02,4.2,1026.5,42,5.8
22105,2017-12-03,5.2,1021.8,50,9.7
22105,2017-12-04,8,1016.3,47,7.4
22105,2017-12-05,9.9,1017,53,1.5
22105,2017-12-06,6.2,1021.5,47,4
22105,2017-12-07,6.9,1018.8,49,6.9
22105,2017-12-08,8.9,1018,65,3.4
22105,2017-12-09,5.5,1018,48,4.2
22105,2017-12-10,7.3,1011.3,48,7.5
22105,2017-12-11,12.2,1015.6,49,0
22105,2017-12-12,10.5,1022.4,52,-.7
22105,2017-12-13,8.2,1025.5,57,1.3
22105,2017-12-14,3.4,1029.2,58,4.5
22105,2017-12-15,6.5,1022.9,43,6.7
22105,2017-12-16,10.7,1020.4,49,2.3
22105,2017-12-17,7.3,1025.4,49,-.5
22105,2017-12-18,7.7,1024.3,52,4.1
22105,2017-12-19,8,1026.4,43,2.6
22105,2017-12-20,5.8,1028.6,44,3.3
22105,2017-12-21,4,1027.2,43,5.8
22105,2017-12-22,4.4,1023.8,49,7.3
22105,2017-12-23,4.5,1021.3,52,9.6
22105,2017-12-24,5.6,,,
22105,2017-12-25,9,1016.6,50,4.1
22105,2017-12-26,11.5,1018.3,48,2.7
22105,2017-12-27,9,1023.1,48,.9
22105,2017-12-28,4.7,1025.8,50,3.6
22105,2017-12-29,6.9,1023.4,55,7.3
22105,2017-12-30,5.3,1024.1,60,7.4
22105,2017-12-31,8.8,1017,51,5.9
22105,2018-01-01,8.5,1023.2,41,3.7
22105,2018-01-02,9.8,1023.6,41,5.2
22105,2018-01-03,6.3,1026,55,2.8
22105,2018-01-04,5.9,1024.8,64,2.8
22105,2018-01-05,2.5,1017.5,58,4.7
22105,2018-01-06,6.7,1018.3,52,5.1
22105,2018-01-07,6,1020.9,49,7.2
22105,2018-01-08,6,1008,57,7.9
22105,2018-01-09,11.8,1006.4,48,2.1
22105,2018-01-10,10,1012.4,45,-.5
22105,2018-01-11,8.3,1019.6,53,-3.5
22105,2018-01-12,6.4,1025.1,55,-2.7
22105,2018-01-13,7.6,1028.4,51,1.4
22105,2018-01-14,6.9,1027.6,48,5.6
22105,2018-01-15,5.5,1021.3,52,8.9
22105,2018-01-16,5.2,1017.1,55,9.2
22105,2018-01-17,4.4,1015.9,77,7.2
22105,2018-01-18,5.2,1019.5,48,7.6
22105,2018-01-19,3,1021.1,46,6.5
22105,2018-01-20,6.7,1020.1,49,6.1
22105,2018-01-21,5.3,1021.7,41,5.1
22105,2018-01-22,5.1,1013.4,54,5.8
22105,2018-01-23,12.5,1014.8,52,-2.2
22105,2018-01-24,11.6,1021.3,65,-6.6
22105,2018-01-25,8.9,1022.1,66,-4.1
22105,2018-01-26,10.5,1022.2,72,-4.5
22105,2018-01-27,3.4,1024.5,50,.2
22105,2018-01-28,7.7,1016.2,43,2
22105,2018-01-29,9.4,1017.8,48,-2.6
22105,2018-01-30,6.8,1021.9,46,-.9
22105,2018-01-31,5.9,1024.4,41,2.6
22105,2018-02-01,3.5,1026.6,48,2.7
22105,2018-02-02,7.6,1025,61,2.9
22105,2018-02-03,7.5,1021,53,.9
22105,2018-02-04,10.5,1020.1,62,-2
22105,2018-02-05,8.9,1020.3,52,-3.9
22105,2018-02-06,8,1019.8,56,-4.3
22105,2018-02-07,6.2,1022,52,-1.8
22105,2018-02-08,4,1022.5,38,1.4
22105,2018-02-09,6.4,1020.7,49,6.2
22105,2018-02-10,6,1015.9,47,5.7
22105,2018-02-11,12,1017.9,43,-2.1
22105,2018-02-12,9.6,1016.9,42,-2.1
22105,2018-02-13,8,1019.5,43,.9
22105,2018-02-14,8.7,1013.8,54,7
22105,2018-02-15,4.6,1019.8,50,2.9
22105,2018-02-16,3.1,1014.7,44,4.3
22105,2018-02-18,2.5,1024.2,45,3
22105,2018-02-19,2.7,1021.9,47,5.2
22105,2018-02-20,4.5,1020.1,41,5.2
22105,2018-02-21,5.9,1021.6,60,2
22105,2018-02-22,5.4,1020.4,39,3.7
22105,2018-02-23,7.7,1019.8,49,6.3
22105,2018-02-24,7.3,1027.2,67,3.6
22105,2018-02-25,7.7,1024,79,4.5
22105,2018-02-26,5,1024.5,63,4.7
22105,2018-02-27,5.6,1022.5,67,6.6
22105,2018-02-28,10,1012.3,80,6.2
22105,2018-03-01,12,1002.5,59,4.9
22105,2018-03-02,6.3,1014.9,51,4
22105,2018-03-03,5.6,1012.5,65,8.8
22105,2018-03-04,4.8,1014.5,79,9.6
22105,2018-03-05,9.4,1019.6,75,3.4
22105,2018-03-06,3.2,1031.2,56,3.7
22105,2018-03-07,7.4,1030.2,61,4.9
22105,2018-03-08,8.9,1018.2,82,3.9
22105,2018-03-09,6.8,1023.9,67,2
22105,2018-03-10,5.7,1021.7,67,6.4
22105,2018-03-11,5.9,1023.2,63,6.3
22105,2018-03-12,6.1,1021,81,8.3
22105,2018-03-13,6,1015.2,75,10.4
22105,2018-03-14,3,1017.4,79,11.4
22105,2018-03-15,8.4,1013.8,86,10.1
22105,2018-03-16,7.8,1027.7,62,2
22105,2018-03-17,5.9,1027.7,64,4.6
22105,2018-03-18,3.8,1020.4,77,9.2
22105,2018-03-19,7,1020.4,75,7.1
22105,2018-03-20,9.7,1027.8,59,3.2
22105,2018-03-21,10.1,1017.7,75,3.2
22105,2018-03-22,6.4,1012.6,59,5.2
22105,2018-03-23,3.2,1017.3,63,7.9
22105,2018-03-24,4.2,1018.5,60,10.7
22105,2018-03-25,4.1,1020,70,11.7
22105,2018-03-26,2.7,1017.8,72,12
22105,2018-03-27,3,1014.8,77,12.3
22105,2018-03-28,3.7,1013,74,13.2
22105,2018-03-29,5,1020.7,63,10.7
22105,2018-03-30,5.5,1026.5,60,9.8
22105,2018-03-31,7.4,1018.2,77,11.4
22105,2018-04-01,2.7,1014.8,77,12.5
22105,2018-04-02,3.7,1013.6,81,13.3
22105,2018-04-03,4,1016.2,73,12.9
22105,2018-04-04,6.6,1022.2,74,7
22105,2018-04-05,6.7,1020,68,7.3
22105,2018-04-06,5.8,1007.9,73,8.2
22105,2018-04-07,9.7,1009.2,52,6.2
22105,2018-04-08,7.4,1014.2,48,6.4
22105,2018-04-09,4.1,1016.8,55,8.9
22105,2018-04-10,10,1010.9,83,12.5
22105,2018-04-11,5.3,1006,60,14.2
22105,2018-04-12,4.2,1014.7,55,13.1
22105,2018-04-13,5.8,1025.4,60,11
22105,2018-04-14,6.8,1009.5,79,9.5
22105,2018-04-15,4.6,1009.3,57,10.8
22105,2018-04-16,5.2,1019.8,61,10.6
22105,2018-04-17,6.4,1019.4,77,12
22105,2018-04-18,3.9,1014.6,75,13.8
22105,2018-04-19,1.9,1013.5,78,14.5
22105,2018-04-20,3.4,1018.2,75,15.5
22105,2018-04-21,3.8,1015.3,77,15.7
22105,2018-04-22,6.7,1021.1,76,12.3
22105,2018-04-23,7.6,1020.7,84,9.7
22105,2018-04-24,8.8,1013.2,83,9.7
22105,2018-04-25,5.7,1013.5,69,10.6
22105,2018-04-26,6.3,1012,80,12.7
22105,2018-04-27,5.8,1013.4,60,12.1
22105,2018-04-28,5.7,1013.4,76,13.6
22105,2018-04-29,3.9,1009.1,78,14.7
22105,2018-04-30,2.9,1013,79,15.1
22105,2018-05-01,2.5,1015.6,82,13.3
22105,2018-05-02,5.4,1006.8,90,12.3
22105,2018-05-03,7.6,1004.3,68,10.8
22105,2018-05-04,6.9,1007.3,57,14.5
22105,2018-05-05,6.2,1011.5,68,15.7
22105,2018-05-06,4.4,1009.2,90,13.8
22105,2018-05-07,4.4,1008.7,91,12.9
22105,2018-05-08,7.2,1017.7,84,11.2
22105,2018-05-09,6.1,1023.5,75,9.4
22105,2018-05-10,5.1,1020.8,81,12.2
22105,2018-05-11,3.2,1015.3,81,14.5
22105,2018-05-12,4.5,1010.3,86,14.8
22105,2018-05-13,3.8,1005.9,91,14.4
22105,2018-05-14,4.1,1009,86,15.4
22105,2018-05-15,2.9,1008.5,78,17.8
22105,2018-05-16,7.2,1004.6,86,17.9
22105,2018-05-17,5.4,1004.8,90,16.9
22105,2018-05-18,9.7,1008,85,12.1
22105,2018-05-19,5.4,1019,74,12.5
22105,2018-05-20,4.5,1022.8,77,13.1
22105,2018-05-21,2.5,1021.1,77,13.4
22105,2018-05-22,4,1013.4,88,14.3
22105,2018-05-23,4.6,1006.5,84,15
22105,2018-05-24,5.4,1005.7,72,17.3
22105,2018-05-25,2.9,1006.1,77,17.5
22105,2018-05-26,3.1,1009.5,89,15.1
22105,2018-05-27,2.8,1010.3,86,15.8
22105,2018-05-28,2.9,1011.2,86,15.7
22105,2018-05-29,3.1,1011.7,92,16.3
22105,2018-05-30,3.5,1009.5,88,17.3
22105,2018-05-31,3.5,1010.2,87,16.6
22105,2018-06-01,2.5,1013.6,85,17.9
22105,2018-06-02,3.8,1013,86,18.8
22105,2018-06-03,3.5,1011.4,84,19.6
22105,2018-06-04,3.7,1011.8,89,18.7
22105,2018-06-05,4.6,1011.5,84,18.4
22105,2018-06-06,4.8,1010.9,94,17.5
22105,2018-06-07,4.5,1009.8,93,17.6
22105,2018-06-08,2.9,1007.7,87,18.1
22105,2018-06-09,4.4,1011.5,83,16.4
22105,2018-06-10,5.8,1008.2,78,16.7
22105,2018-06-11,5.5,1002.8,71,15.9
22105,2018-06-12,6.1,1004,73,16.1
22105,2018-06-13,3.7,1009.3,75,17.2
22105,2018-06-14,7,1011.4,74,17.5
22105,2018-06-15,5.8,1014.3,71,16.4
22105,2018-06-16,3.8,1014.9,70,16.4
22105,2018-06-17,6.7,1010.7,84,18
22105,2018-06-18,4,1007,89,19.7
22105,2018-06-19,4.2,1003.4,89,20
22105,2018-06-20,4.2,1001.6,86,19.8
22105,2018-06-21,2.7,1005.4,70,20.8
22105,2018-06-22,4.2,1007.6,80,21.2
22105,2018-06-23,4.9,1002.2,80,21.2
22105,2018-06-24,3.2,1004.9,74,22.5
22105,2018-06-25,1.9,1009.9,82,22.5
22105,2018-06-26,6.7,1004.8,92,20.7
22105,2018-06-27,2.9,999.8,89,19.2
22105,2018-06-28,5.2,999.1,89,18.4
22105,2018-06-29,4,1002.7,90,17.8
22105,2018-06-30,5.5,1010.4,93,17.8
22105,2018-07-01,4.2,1011.9,95,17.5
22105,2018-07-02,4,1008.7,95,18.6
22105,2018-07-03,4.5,1002.2,95,18.9
22105,2018-07-04,4.9,997.5,96,18.3
22105,2018-07-05,3.6,1005.6,95,19.3
22105,2018-07-06,7.2,1011,90,18.3
22105,2018-07-07,7.3,1013.5,78,18.1
22105,2018-07-08,5.1,1015.5,81,18.1
22105,2018-07-09,2.3,1017.9,88,18.1
22105,2018-07-10,2.2,1016.6,94,19.3
22105,2018-07-11,1.6,1016,94,19.7
22105,2018-07-12,3.6,1011.7,89,21.9
22105,2018-07-13,3.4,1010.2,82,23.7
22105,2018-07-14,3.3,1009.3,84,24.2
22105,2018-07-15,3.3,1010.3,86,24.2
22105,2018-07-16,2.6,1010.4,85,24.7
22105,2018-07-17,2.8,1009.8,85,25.1
22105,2018-07-18,1.9,1010.8,85,24.9
22105,2018-07-19,2.5,1009.8,89,25.2
22105,2018-07-20,4,1008.3,87,25.5
22105,2018-07-21,6.5,1007.9,87,24.4
22105,2018-07-22,5.3,1007.6,88,24.1
22105,2018-07-23,1.7,1007.7,79,26.2
22105,2018-07-24,2.7,1007.5,90,26.2
22105,2018-07-25,4.1,1006.6,93,25.9
22105,2018-07-26,3.9,1006.7,93,26.3
22105,2018-07-27,3.3,1007.2,89,26.7
22105,2018-07-28,2.8,1007.3,85,26.7
22105,2018-07-29,8.3,1004.2,86,25.7
22105,2018-07-30,3.8,1005.8,92,25.3
22105,2018-07-31,2.6,1005.8,89,26
22105,2018-08-01,2.8,1004.9,87,26.2
22105,2018-08-02,2.1,1007.2,86,26.5
22105,2018-08-03,4.8,1007.7,88,27.1
22105,2018-08-04,2.4,1005.5,82,29
22105,2018-08-05,2,1005,78,28.4
22105,2018-08-06,6.3,1007.7,81,26.1
22105,2018-08-07,4,1009.3,74,25.7
22105,2018-08-08,2.9,1007.8,69,25.6
22105,2018-08-09,3.2,1005.4,74,25.7
22105,2018-08-10,3.2,1005.3,76,25.6
22105,2018-08-11,3.8,1007.1,75,25.8
22105,2018-08-12,4.8,1008.9,81,26.2
22105,2018-08-13,3.4,1010.3,85,27.7
22105,2018-08-14,4.4,1010.3,85,28.3
22105,2018-08-15,2.4,1008.9,82,28
22105,2018-08-16,7.6,1010.5,73,24.9
22105,2018-08-17,4.7,1014.9,59,23.8
22105,2018-08-18,5,1012.4,55,24.2
22105,2018-08-19,3.8,1011.1,63,24.3
22105,2018-08-20,5.4,1007.7,74,25.5
22105,2018-08-21,8.7,,79,26.3
22105,2018-08-22,2.6,1007,83,27.1
22105,2018-08-23,3.6,1003,81,27.2
22105,2018-08-24,10.2,995.6,84,25
22105,2018-08-25,4.8,1007.3,73,25.3
22105,2018-08-26,6,1011.5,70,22.4
22105,2018-08-27,3.1,1011.6,86,23.8
22105,2018-08-28,3.3,1012.8,85,23.2
22105,2018-08-29,4.6,1009.3,86,24.1
22105,2018-08-30,6.7,1007.3,83,25.9
22105,2018-08-31,3.1,1009.8,81,23.1
22105,2018-09-01,6.2,1013.4,68,23
22105,2018-09-02,2.3,1011.6,67,22.1
22105,2018-09-03,6.2,1002.9,86,24.1
22105,2018-09-04,5.1,996,83,22.7
22105,2018-09-05,7,999.7,56,24.7
22105,2018-09-06,6.5,1003.6,65,24.4
22105,2018-09-07,7.3,1003.5,62,23.9
22105,2018-09-08,4.1,1013.3,58,22.3
22105,2018-09-09,7,1016.9,64,22.4
22105,2018-09-10,6.2,1021.9,58,20.8
22105,2018-09-11,5.1,1022.8,58,20.3
22105,2018-09-12,3.8,1019.6,64,21.2
22105,2018-09-13,3.3,1018.4,74,22.2
22105,2018-09-14,4.2,1017.2,78,21.9
22105,2018-09-15,3,1014.8,78,22.2
22105,2018-09-16,4,1013.7,79,23.1
22105,2018-09-17,3.2,1015.9,71,22.7
22105,2018-09-18,2.4,1016,73,22.3
22105,2018-09-19,2.9,1014.4,72,22.4
22105,2018-09-20,5.2,1012.1,75,21.1
22105,2018-09-21,5,1010.6,71,21
22105,2018-09-22,3.4,1012.9,64,22.5
22105,2018-09-23,5.3,1014.5,56,22.4
22105,2018-09-24,4.2,1017.4,47,20.1
22105,2018-09-25,4.8,1019.8,53,19.7
22105,2018-09-26,5.8,1020.8,60,18.9
22105,2018-09-27,6.4,1019.1,55,19.5
22105,2018-09-28,4.2,1019.6,56,19.6
22105,2018-09-29,4,1014.8,70,20.3
22105,2018-09-30,4.1,1003.1,74,20.2
22105,2018-10-01,10.3,1003.6,46,18.4
22105,2018-10-02,4.1,1015.4,55,19.2
22105,2018-10-03,1.6,1021.4,54,19.9
22105,2018-10-04,5.5,1025.3,66,20.3
22105,2018-10-05,8.2,1020.2,85,18.8
22105,2018-10-06,12.7,1002.4,87,20.1
22105,2018-10-07,4.1,1013.7,73,20.1
22105,2018-10-08,6.8,1017.5,47,18.2
22105,2018-10-09,2.7,1017.2,48,18.9
22105,2018-10-10,7.7,1012.9,54,18
22105,2018-10-11,7.5,1019.1,47,13.8
22105,2018-10-12,4.6,1024.5,53,15.1
22105,2018-10-13,2,1025.3,50,16.5
22105,2018-10-14,3.2,1021.3,51,17.3
22105,2018-10-15,3.6,1018.5,57,17.5
22105,2018-10-16,4.3,1015.9,62,17.3
22105,2018-10-17,7.4,1015.8,68,14.9
22105,2018-10-18,10.5,1018.4,70,14.9
22105,2018-10-19,7.7,1023.5,57,15.2
22105,2018-10-20,1.8,1024.9,57,16.1
22105,2018-10-21,2.2,1023.2,60,16.7
22105,2018-10-22,5.4,1019.6,67,17.5
